device_brand,os,screen_size,Screen Damage,Charger Availability,rear_camera_mp,front_camera_mp,Storage (GB),RAM (GB),battery,weight,Year of Release,days_used,normalized_used_price,normalized_new_price,,Age (Years),Keyword Working,Battery Health (%),Old Phone Selling Price (Rs),Charger Availability
Celkon,Android,10.16,0,0,3.15,0.3,512,0.25,1400,140,2013,637,2.800325477,3.884651809,,1.745205479,0,19.31034483,420.0488216,0
Celkon,Android,10.16,0,0,3.15,0.3,256,0.25,1400,140,2013,778,3.116621591,4.070564034,,2.131506849,0,19.31034483,467.4932387,0
Celkon,Android,7.75,0,0,1.3,0.3,256,0.25,1400,140,2013,945,2.884800713,3.934371409,,2.589041096,0,19.31034483,432.720107,0
Celkon,Android,12.7,0,0,12,3,16,4,1400,177,2013,779,4.035478809,5.297116646,,2.134246575,0,19.31034483,605.3218214,0
Celkon,Android,10.16,0,0,5,0.3,512,0.25,1400,140,2013,942,3.171784217,4.256463412,,2.580821918,0,19.31034483,475.7676326,0
Celkon,Android,10.34,0,0,8,0.3,256,0.25,1400,140,2013,831,4.312408568,4.930870326,,2.276712329,0,19.31034483,646.8612852,0
Celkon,Others,10.16,0,0,2,0.3,256,0.25,1200,140,2013,635,2.85819286,3.639163862,,1.739726027,0,16.55172414,428.728929,0
Celkon,Others,7.75,0,0,2,0.3,256,0.25,1200,140,2013,569,2.877511642,3.659193144,,1.55890411,0,16.55172414,431.6267463,0
Celkon,Others,5.18,0,0,1.3,0.3,256,0.25,1800,140,2013,899,2.35991016,2.977568303,,2.463013699,0,24.82758621,353.986524,0
Celkon,Others,5.18,0,0,1.3,0.3,256,0.25,1500,140,2013,818,2.429217744,3.383712067,,2.24109589,0,20.68965517,364.3826616,0
Celkon,Others,5.23,0,0,1.3,0.3,256,0.25,1400,140,2013,980,2.621038824,3.683112859,,2.684931507,0,19.31034483,393.1558236,0
Celkon,Others,5.23,0,0,1.3,0.3,256,0.25,3000,140,2013,787,2.584751985,3.384729189,,2.156164384,0,41.37931034,387.7127978,0
Celkon,Android,11.76,0,0,5,0.3,256,0.25,1400,140,2013,857,4.335720882,4.787825021,,2.347945205,0,19.31034483,650.3581323,0
Celkon,Android,11.76,0,0,8,0.3,256,0.25,1400,140,2013,563,4.493791598,4.883029169,,1.542465753,0,19.31034483,674.0687397,0
Celkon,Android,7.75,0,0,3.15,0.3,256,0.25,1400,98,2013,1034,4.187075661,4.239454497,,2.832876712,0,19.31034483,628.0613492,0
Coolpad,Android,15.29,1,0,,8,64,4,4000,177,2018,655,4.634146294,5.007095704,,1.794520548,0,55.17241379,695.1219441,1
Coolpad,Android,12.83,1,0,12,13,64,4,3200,152,2017,791,4.564348191,5.85904682,,2.167123288,0,44.13793103,684.6522287,1
Coolpad,Android,12.7,1,0,13,8,16,4,2500,148,2017,671,4.132121927,4.784570814,,1.838356164,0,34.48275862,619.8182891,1
Coolpad,Android,12.83,1,0,13,8,64,4,4060,167,2016,851,4.443004135,5.30420003,,2.331506849,0,56,666.4506203,1
Coolpad,Android,12.7,1,0,13,8,16,4,2500,148,2017,555,4.527532916,5.344055258,,1.520547945,0,34.48275862,679.1299374,1
Coolpad,Android,12.83,1,0,16,8,128,4,4070,168,2016,820,4.53464042,6.04339264,,2.246575342,0,56.13793103,680.196063,1
Coolpad,Android,12.83,1,0,8,8,16,4,3050,170,2016,646,4.231784971,4.702206148,,1.769863014,0,42.06896552,634.7677457,1
Coolpad,Android,12.83,1,0,13,8,32,4,4010,173.4,2016,661,4.55039716,5.207133661,,1.810958904,0,55.31034483,682.559574,1
Coolpad,Android,12.83,1,0,8,8,16,4,2500,143,2016,1078,4.201553369,5.190398024,,2.953424658,0,34.48275862,630.2330054,1
Coolpad,Android,12.83,1,0,8,8,16,4,2500,143,2016,777,4.207226719,4.379523504,,2.128767123,0,34.48275862,631.0840079,1
Coolpad,Android,12.83,1,0,13,5,16,4,2500,163,2016,1011,4.146146061,5.299067085,,2.769863014,0,34.48275862,621.9219092,1
Coolpad,Android,12.83,1,0,13,5,16,4,3000,168,2016,1028,4.107096246,4.769158036,,2.816438356,0,41.37931034,616.0644369,1
Coolpad,Android,12.83,1,0,13,5,64,4,2800,170,2016,703,4.91125685,5.941748955,,1.926027397,0,38.62068966,736.6885275,1
Coolpad,Android,12.7,1,0,8,2,32,4,2000,125,2016,1040,4.046553898,4.871219958,,2.849315068,0,27.5862069,606.9830847,1
Coolpad,Android,10.34,1,0,8,5,16,4,1800,120,2016,755,4.274858931,5.193567775,,2.068493151,0,24.82758621,641.2288397,1
Coolpad,Android,12.7,1,0,13,5,16,4,2500,142,2016,779,4.204095426,4.686381441,,2.134246575,0,34.48275862,630.6143139,1
Coolpad,Android,12.83,1,0,13,5,16,4,3000,138.5,2015,1014,4.131158535,4.774490931,,2.778082192,0,41.37931034,619.6737803,1
Coolpad,Android,12.83,1,0,13,5,32,4,2500,138.5,2015,883,4.590259573,5.301263024,,2.419178082,0,34.48275862,688.538936,1
Coolpad,Android,12.83,1,0,8,2,32,4,2500,158,2015,725,4.349890765,5.082521753,,1.98630137,0,34.48275862,652.4836148,1
Coolpad,Android,10.34,1,0,8,5,32,4,1800,119,2015,820,4.243339115,5.021179508,,2.246575342,0,24.82758621,636.5008673,1
Others,Android,25.53,1,0,8,2,32,4,7000,597,2015,848,4.964730962,6.129268051,,2.323287671,0,96.55172414,744.7096443,1
Others,Android,20.42,1,0,8,2,16,4,5900,305,2014,939,4.658047226,5.517332407,,2.57260274,0,81.37931034,698.7070839,1
Others,Android,20.32,0,0,5,2,16,4,4100,292,2013,735,4.273466561,4.865455368,,2.01369863,0,56.55172414,641.0199842,0
Others,Android,17.78,0,0,3.15,0.3,16,4,4100,234,2013,613,3.834061464,4.585171539,,1.679452055,0,56.55172414,575.1092196,0
Others,Android,20.35,1,0,8,24,256,4,3400,171,2019,354,5.820705882,6.801738993,,0.969863014,0,46.89655172,873.1058823,1
Others,Android,12.57,1,0,12,8,16,4,4000,139,2018,687,4.14472077,4.874051629,,1.882191781,0,55.17241379,621.7081155,1
Others,Android,12.57,0,0,12,8,32,4,4000,139,2018,377,4.403910428,4.517758729,,1.032876712,0,55.17241379,660.5865642,0
Others,Android,12.7,1,0,13,5,16,4,3000,142.5,2018,493,4.395066248,5.43929596,,1.350684932,0,41.37931034,659.2599372,1
Others,Others,5.28,0,0,0.3,8,32,0.25,3100,130,2018,504,3.277144733,3.693618208,,1.380821918,0,42.75862069,491.57171,0
Others,Android,5.18,1,0,5,8,32,4,2000,256,2018,711,4.263524591,4.786074072,,1.947945205,0,27.5862069,639.5286887,1
Others,Android,12.83,1,0,16,8,32,4,4000,203,2018,645,5.163470824,6.109669716,,1.767123288,0,55.17241379,774.5206236,1
Others,Android,12.93,1,0,12,8,64,4,4500,190,2018,608,4.933538244,5.885409346,,1.665753425,0,62.06896552,740.0307366,1
Others,Android,12.83,1,0,13,5,16,4,5000,203,2017,594,4.619368905,5.246286958,,1.62739726,0,68.96551724,692.9053358,1
Others,Android,12.83,1,0,13,5,32,4,3000,180,2017,792,4.410006521,4.781976562,,2.169863014,0,41.37931034,661.5009782,1
Others,Android,12.7,0,0,5,2,32,4,2000,167,2017,715,3.97724879,4.385271365,,1.95890411,0,27.5862069,596.5873185,0
Others,Android,12.75,1,0,13,5,16,4,4000,206,2017,836,4.892902257,5.799122957,,2.290410959,0,55.17241379,733.9353386,1
Others,Others,5.18,0,0,0.3,5,32,4,1500,112,2017,770,3.24376354,3.881976084,,2.109589041,0,20.68965517,486.564531,0
Others,Others,5.18,1,0,0.3,5,32,4,1000,92,2017,629,3.259249719,3.667144962,,1.723287671,0,13.79310345,488.8874579,1
Others,Android,10.16,0,0,2,0.3,16,4,1300,105,2015,1034,3.055886196,4.05958057,,2.832876712,0,17.93103448,458.3829294,0
Others,Android,12.7,0,0,5,2,32,4,2100,145,2015,573,4.037068494,4.388008706,,1.569863014,0,28.96551724,605.5602741,0
Others,Android,10.29,0,0,5,2,32,4,1600,125,2015,962,3.88567903,4.270536259,,2.635616438,0,22.06896552,582.8518545,0
Others,Android,12.7,0,0,8,5,32,4,2000,150,2015,1031,3.897924081,4.628593701,,2.824657534,0,27.5862069,584.6886122,0
Others,Android,12.7,0,0,13,5,32,4,2000,150,2014,944,4.512616204,5.255201075,,2.58630137,0,27.5862069,676.8924306,0
Others,Android,10.16,0,0,8,0.3,16,4,1400,121,2014,1061,3.985830933,4.59643212,,2.906849315,0,19.31034483,597.87464,0
Others,Android,12.7,0,0,13,5,32,4,2500,154.5,2013,1030,4.355682659,6.089452955,,2.821917808,0,34.48275862,653.3523989,0
Others,Android,10.16,0,0,5,0.3,16,4,1400,154.5,2013,863,3.902376628,4.949610592,,2.364383562,0,19.31034483,585.3564942,0
Others,Android,10.29,0,0,5,0.3,16,4,2000,147.7,2013,619,4.140114296,4.997279839,,1.695890411,0,27.5862069,621.0171444,0
Others,Android,10.29,0,0,8,2,16,4,1700,147,2013,715,3.664586762,5.302608148,,1.95890411,0,23.44827586,549.6880143,0
Others,Android,12.7,0,0,13,2,16,4,2000,168,2013,994,4.499365127,5.39648709,,2.723287671,0,27.5862069,674.9047691,0
Others,Android,12.7,0,0,13,2,16,4,1900,165,2013,966,4.254761284,5.561296826,,2.646575342,0,26.20689655,638.2141926,0
Others,Android,10.29,0,0,8,2,16,4,1700,150.5,2013,944,4.484921613,5.39494486,,2.58630137,0,23.44827586,672.738242,0
Others,Android,10.16,0,0,5,0.3,16,4,1500,130.5,2013,727,4.143610804,5.011035214,,1.991780822,0,20.68965517,621.5416206,0
Gionee,Android,13.84,1,0,8,5,16,4,2670,135.6,2018,645,4.351567427,4.879994956,,1.767123288,0,36.82758621,652.7351141,1
Gionee,Android,15.27,1,0,13,8,64,4,3600,177,2017,854,4.902975842,6.213807778,,2.339726027,0,49.65517241,735.4463763,1
Gionee,Android,15.21,1,0,13,8,64,4,3410,165,2017,778,4.961655112,5.7676958,,2.131506849,0,47.03448276,744.2482668,1
Gionee,Android,12.88,1,0,13,16,32,4,3030,141,2017,619,4.789073824,5.298367365,,1.695890411,0,41.79310345,718.3610736,1
Gionee,Android,16.33,1,0,13,8,128,4,5000,241,2017,726,4.999506936,6.507695536,,1.989041096,0,68.96551724,749.9260404,1
Gionee,Android,15.24,1,0,13,8,64,4,5000,199,2017,847,4.881513214,5.553889385,,2.320547945,0,68.96551724,732.2269821,1
Gionee,Android,15.27,1,0,13,8,64,4,4000,180,2017,603,4.372481222,5.889957708,,1.652054795,0,55.17241379,655.8721833,1
Gionee,Android,15.24,1,0,12,8,64,4,6020,215,2017,623,4.991656327,6.131726365,,1.706849315,0,83.03448276,748.7484491,1
Gionee,Android,15.24,1,0,13,20,64,4,4550,226,2017,756,4.825670246,5.915042361,,2.071232877,0,62.75862069,723.8505369,1
Gionee,Android,12.83,1,0,13,16,64,4,4010,182,2017,750,4.571303116,5.635503634,,2.054794521,0,55.31034483,685.6954674,1
Gionee,Android,12.78,1,0,13,8,32,4,4000,162,2017,660,4.260141447,5.520700629,,1.808219178,0,55.17241379,639.0212171,1
Gionee,Android,12.88,1,0,13,8,128,4,7000,238,2016,656,5.674628257,7.047204129,,1.797260274,0,96.55172414,851.1942386,1
Gionee,Android,12.7,1,0,8,5,16,4,4000,160,2016,567,4.195395806,5.347583608,,1.553424658,0,55.17241379,629.3093709,1
Gionee,Android,12.7,1,0,8,5,16,4,2300,167,2016,819,4.310262068,4.942713278,,2.243835616,0,31.72413793,646.5393102,1
Gionee,Android,12.83,1,0,13,13,64,4,3000,168.2,2016,992,4.465563232,5.916633236,,2.717808219,0,41.37931034,669.8344848,1
Gionee,Android,12.83,1,0,13,5,32,4,3065,183,2016,819,4.356452384,5.248864483,,2.243835616,0,42.27586207,653.4678576,1
Gionee,Android,12.83,1,0,13,8,32,4,3150,166,2016,970,4.645640119,5.63432521,,2.657534247,0,43.44827586,696.8460179,1
Gionee,Android,12.83,1,0,13,8,64,4,3130,170,2016,835,5.007497042,5.971236329,,2.287671233,0,43.17241379,751.1245563,1
Gionee,Android,10.29,0,0,5,2,32,4,1800,153,2016,606,3.745968421,4.485485343,,1.660273973,0,24.82758621,561.8952632,0
Gionee,Android,10.21,1,0,16,5,64,4,2530,207.7,2016,873,5.073359671,6.307478942,,2.391780822,0,34.89655172,761.0039507,1
Gionee,Android,12.83,1,0,16,8,64,4,3000,147.2,2016,694,5.161695489,6.110025058,,1.901369863,0,41.37931034,774.2543234,1
Gionee,Android,12.7,0,0,8,5,16,4,4000,167.6,2016,941,4.199905058,4.78574021,,2.578082192,0,55.17241379,629.9857587,0
Gionee,Android,12.83,1,0,8,5,16,4,5000,200,2015,713,4.295106163,5.823726137,,1.953424658,0,68.96551724,644.2659245,1
Gionee,Android,15.24,1,0,13,5,64,4,5020,208,2015,945,4.336898507,6.039516344,,2.589041096,0,69.24137931,650.5347761,1
Gionee,Android,12.7,1,0,8,5,32,4,4000,183,2015,779,4.507667605,5.131613221,,2.134246575,0,55.17241379,676.1501408,1
Gionee,Android,12.7,0,0,5,2,16,4,2000,153,2015,1069,3.573468603,4.512287059,,2.928767123,0,27.5862069,536.0202905,0
Gionee,Android,12.83,1,0,13,5,32,4,3150,147,2015,829,4.803036954,5.667740703,,2.271232877,0,43.44827586,720.4555431,1
Gionee,Android,12.7,1,0,8,5,16,4,2400,136.6,2015,967,4.138520925,4.87557893,,2.649315068,0,33.10344828,620.7781388,1
Gionee,Android,15.24,1,0,24,8,64,4,3500,210,2015,1022,5.3574821,6.174743978,,2.8,0,48.27586207,803.622315,1
Gionee,Android,12.7,1,0,8,5,16,4,5000,176,2015,1054,4.548494009,5.392672545,,2.887671233,0,68.96551724,682.2741014,1
Gionee,Android,12.83,1,0,13,5,32,4,6020,211,2015,892,5.004885462,5.799153259,,2.443835616,0,83.03448276,750.7328193,1
Gionee,Android,10.29,0,0,5,2,32,4,1800,176,2015,886,3.883829271,4.791068671,,2.42739726,0,24.82758621,582.5743907,0
Gionee,Android,12.75,1,0,13,8,16,4,2700,125.3,2015,623,4.904904339,5.985672807,,1.706849315,0,37.24137931,735.7356509,1
Gionee,Android,12.7,0,0,8,2,32,4,5000,180.3,2014,950,4.160912273,5.137737732,,2.602739726,0,68.96551724,624.136841,0
Gionee,Android,10.36,0,0,8,5,16,4,2050,97.7,2014,911,4.185555442,5.479054335,,2.495890411,0,28.27586207,627.8333163,0
Gionee,Android,12.7,0,0,5,2,32,4,1950,150,2015,595,4.033709524,4.802380355,,1.630136986,0,26.89655172,605.0564286,0
Gionee,Android,10.29,0,0,5,2,32,4,1800,88.2,2014,547,3.89324785,4.598246271,,1.498630137,0,24.82758621,583.9871775,0
Gionee,Android,12.7,0,0,13,5,16,4,2300,133,2014,699,4.783232686,5.602635293,,1.915068493,0,31.72413793,717.4849029,0
Gionee,Android,10.34,0,0,13,0.3,16,4,1800,142.9,2013,1000,4.461415282,5.427106281,,2.739726027,0,24.82758621,669.2122923,0
Gionee,Android,12.83,1,0,16,8,16,4,2500,150,2013,738,4.632104187,5.831325137,,2.021917808,0,34.48275862,694.8156281,1
Gionee,Android,12.7,0,0,13,5,32,4,2000,142.9,2013,632,4.417031744,5.522580291,,1.731506849,0,27.5862069,662.5547616,0
Gionee,Android,10.36,0,0,8,5,16,4,2000,135,2013,894,4.360675309,5.297066585,,2.449315068,0,27.5862069,654.1012964,0
Gionee,Android,10.34,0,0,8,2,16,4,1800,142.9,2013,753,3.86388263,5.192289962,,2.063013699,0,24.82758621,579.5823945,0
Gionee,Android,12.7,0,0,8,2,16,4,4200,115.35,2014,614,3.689129423,4.865532448,,1.682191781,0,57.93103448,553.3694135,0
Gionee,Android,12.88,0,0,13,5,16,4,3200,115.35,2014,939,4.256179925,5.395534817,,2.57260274,0,44.13793103,638.4269888,0
Gionee,Android,12.83,0,0,5,0.3,16,4,2250,142.9,2013,682,3.660222745,4.699297849,,1.868493151,0,31.03448276,549.0334118,0
Gionee,Android,12.78,0,0,8,2,16,4,3000,142.9,2013,755,3.938664936,5.063923264,,2.068493151,0,41.37931034,590.7997404,0
Gionee,Android,12.7,0,0,8,0.3,16,4,2100,142.9,2013,541,3.740047741,4.603268379,,1.482191781,0,28.96551724,561.0071612,0
Gionee,Android,10.24,0,0,5,0.3,16,4,1700,142.9,2013,872,3.374511116,4.524285457,,2.389041096,0,23.44827586,506.1766674,0
Gionee,Android,10.16,0,0,5,0.3,16,4,1700,142.9,2013,779,3.348850901,4.249209273,,2.134246575,0,23.44827586,502.3276352,0
Gionee,Android,7.75,0,0,2,0.3,512,0.25,1500,142.9,2013,602,3.104586678,4.099166253,,1.649315068,0,20.68965517,465.6880017,0
Gionee,Android,10.03,0,0,2,0.3,16,4,1700,142.9,2013,848,3.47010136,4.494908792,,2.323287671,0,23.44827586,520.515204,0
Gionee,Android,7.75,0,0,3.15,0.3,16,4,1500,142.9,2013,824,3.335057579,4.097173889,,2.257534247,0,20.68965517,500.2586369,0
Gionee,Android,10.24,0,0,5,0.3,16,4,1800,142.9,2013,834,3.812865434,4.606968568,,2.284931507,0,24.82758621,571.9298151,0
Gionee,Android,10.29,0,0,5,0.3,16,4,1800,142.9,2013,688,3.535145354,4.698113932,,1.884931507,0,24.82758621,530.2718031,0
Gionee,Android,11.81,0,0,8,1,16,4,2100,142.9,2013,719,4.346787983,5.140844508,,1.969863014,0,28.96551724,652.0181975,0
Google,Android,15.32,1,0,12.2,,64,4,3430,184,2018,475,5.573825638,6.865974492,,1.301369863,0,47.31034483,836.0738457,1
Google,Android,12.83,1,0,12.2,,64,4,2915,148,2018,424,4.464988155,6.745083397,,1.161643836,0,40.20689655,669.7482233,1
Google,Android,12.7,1,0,12.2,8,64,4,2700,143,2017,890,4.825028346,6.310845121,,2.438356164,0,37.24137931,723.7542519,1
Google,Android,15.24,1,0,12.2,8,64,4,3520,175,2017,554,5.247760643,6.272367443,,1.517808219,0,48.55172414,787.1640965,1
Google,Android,12.83,1,0,12.3,8,32,4,3450,168,2016,1021,5.042586055,5.936955562,,2.797260274,0,47.5862069,756.3879083,1
Google,Android,12.7,1,0,12.3,8,32,4,2770,143,2016,848,4.565077092,5.671810095,,2.323287671,0,38.20689655,684.7615638,1
Google,Android,25.45,0,0,8,2,32,4,9240,517,2015,584,5.032201072,5.826059103,,1.6,0,127.4482759,754.8301608,0
Others,Android,12.83,1,0,13,5,32,4,3000,160,2017,556,4.177306083,4.783734694,,1.523287671,0,41.37931034,626.5959125,1
Honor,Android,15.77,1,0,13,32,256,4,3400,164,2019,372,5.303105883,5.343147318,,1.019178082,0,46.89655172,795.4658825,1
Honor,Android,15.77,1,0,13,32,128,4,3400,164,2019,289,4.974178757,5.634396669,,0.791780822,0,46.89655172,746.1268136,1
Honor,Android,15.47,1,0,13,8,64,4,3020,150,2019,431,4.782144136,5.296165052,,1.180821918,0,41.65517241,717.3216204,1
Honor,Android,20.32,1,0,8,8,64,4,5100,310,2019,190,4.789822358,5.295964601,,0.520547945,0,70.34482759,718.4733537,1
Honor,Android,15.34,1,0,13,25,256,4,4000,180,2018,410,5.414677168,6.346828632,,1.123287671,0,55.17241379,812.2015752,1
Honor,Android,16.23,1,0,13,16,128,4,3500,206,2019,396,5.131081447,6.218121918,,1.084931507,0,48.27586207,769.6622171,1
Honor,Android,16.23,1,0,13,14.5,128,4,3500,206,2018,443,4.896570338,6.309263518,,1.21369863,0,48.27586207,734.4855507,1
Honor,Android,15.47,1,0,13,8,32,4,3020,150,2019,283,4.270955399,4.610356713,,0.775342466,0,41.65517241,640.6433099,1
Honor,Android,15.77,1,0,13,24,64,4,3400,162,2018,720,4.743278588,5.345391774,,1.97260274,0,46.89655172,711.4917882,1
Honor,Android,15.9,1,0,13,8,32,4,4000,167,2018,680,4.353241283,5.136386499,,1.863013699,0,55.17241379,652.9861925,1
Honor,Android,15.37,1,0,13,16,64,4,3750,175,2018,718,4.961234944,5.602598411,,1.967123288,0,51.72413793,744.1852416,1
Honor,Android,18.08,1,0,13,8,64,4,5000,210,2018,535,4.64851699,5.521660898,,1.465753425,0,68.96551724,697.2775485,1
Honor,Android,17.65,1,0,13,13,128,4,5000,230,2018,557,4.698296164,5.989412443,,1.526027397,0,68.96551724,704.7444246,1
Honor,Android,14.83,1,0,13,16,64,4,3000,152,2018,626,4.938637914,5.390303847,,1.715068493,0,41.37931034,740.7956871,1
Honor,Android,15.32,1,0,13,16,64,4,3750,176,2018,455,5.078667704,5.766381616,,1.246575342,0,51.72413793,761.8001556,1
Honor,Android,13.84,1,0,13,5,16,4,3020,142,2018,697,4.406475315,4.700389453,,1.909589041,0,41.65517241,660.9712973,1
Honor,Android,14.83,1,0,13,24,64,4,3400,153,2018,420,5.302857047,5.993612239,,1.150684932,0,46.89655172,795.4285571,1
Honor,Android,12.88,1,0,13,8,32,4,3000,150,2018,663,4.243769809,4.776093698,,1.816438356,0,41.37931034,636.5654714,1
Honor,Android,15.21,1,0,13,8,32,4,3000,164,2018,641,4.480400299,5.293103799,,1.756164384,0,41.37931034,672.0600449,1
Honor,Android,14.35,1,0,13,8,64,4,3000,149,2017,778,4.671613143,5.242170206,,2.131506849,0,41.37931034,700.7419715,1
Honor,Android,15.06,1,0,13,8,64,4,3340,165,2017,628,4.819555496,5.663828159,,1.720547945,0,46.06896552,722.9333244,1
Honor,Android,15.21,1,0,13,13,128,4,3750,172,2017,814,4.687303016,5.917091155,,2.230136986,0,51.72413793,703.0954524,1
Honor,Android,12.75,1,0,13,8,32,4,3000,145,2017,632,4.609759638,5.192734604,,1.731506849,0,41.37931034,691.4639457,1
Honor,Android,13.08,1,0,13,8,64,4,3200,155,2017,751,4.477450444,5.742682624,,2.057534247,0,44.13793103,671.6175666,1
Honor,Android,12.7,1,0,13,5,32,4,3020,143,2017,683,4.177459469,4.856551279,,1.871232877,0,41.65517241,626.6189204,1
Honor,Android,12.88,1,0,12,8,64,4,4000,184,2017,557,4.825670246,5.969448973,,1.526027397,0,55.17241379,723.8505369,1
Honor,Android,12.93,1,0,12,8,64,4,2900,145,2016,729,4.839767887,5.989713014,,1.997260274,0,40,725.9651831,1
Honor,Android,12.88,1,0,12,8,32,4,3500,170,2016,675,4.714114273,5.767038924,,1.849315068,0,48.27586207,707.117141,1
Honor,Android,20.32,1,0,8,2,16,4,4800,340,2016,1027,4.356324137,5.433765671,,2.81369863,0,66.20689655,653.4486206,1
Honor,Android,12.83,1,0,13,8,64,4,3300,162,2016,595,4.703928958,5.187665096,,1.630136986,0,45.51724138,705.5893437,1
Honor,Android,12.83,1,0,13,8,16,4,3100,168,2016,670,4.29374172,4.932169121,,1.835616438,0,42.75862069,644.061258,1
Honor,Android,15.39,1,0,13,5,32,4,4500,219,2016,1014,4.420405648,5.992014396,,2.778082192,0,62.06896552,663.0608472,1
Honor,Android,12.75,1,0,12,8,32,4,3000,153,2016,1039,4.790487252,5.555630434,,2.846575342,0,41.37931034,718.5730878,1
Honor,Android,12.7,1,0,13,5,16,4,2200,140,2016,672,4.424607082,4.78548974,,1.84109589,0,30.34482759,663.6910623,1
Honor,Android,12.75,1,0,13,8,16,4,3300,156,2016,556,4.596835549,5.135739612,,1.523287671,0,45.51724138,689.5253324,1
Honor,Android,12.7,1,0,13,5,16,4,4000,160,2016,1001,4.455393261,4.946416722,,2.742465753,0,55.17241379,668.3089892,1
Honor,Android,12.83,1,0,13,5,16,4,3000,158,2015,826,4.46383701,5.193512252,,2.263013699,0,41.37931034,669.5755515,1
Honor,Android,12.75,1,0,13,13,32,4,3100,160,2015,592,4.765416535,5.737604023,,1.621917808,0,42.75862069,714.8124803,1
Honor,Android,12.75,1,0,20,8,16,4,3100,157,2015,960,4.405132623,5.705481031,,2.630136986,0,42.75862069,660.7698935,1
Honor,Android,10.29,0,0,8,2,32,4,1730,159,2015,894,3.883006056,4.248209487,,2.449315068,0,23.86206897,582.4509084,0
Honor,Android,12.7,0,0,13,5,32,4,2550,162,2015,727,4.315352501,5.137913845,,1.991780822,0,35.17241379,647.3028752,0
Honor,Android,12.83,1,0,8,8,16,4,3600,165,2014,1083,4.321878462,5.765253797,,2.967123288,0,49.65517241,648.2817693,1
Honor,Android,12.83,1,0,13,5,32,4,3000,165,2014,904,4.572337029,5.294409742,,2.476712329,0,41.37931034,685.8505544,1
Honor,Android,12.7,0,0,8,2,16,4,2000,156,2014,700,3.981362484,4.62399194,,1.917808219,0,27.5862069,597.2043726,0
Honor,Android,12.7,1,0,8,2,32,4,2000,160,2014,847,3.855875845,4.605070181,,2.320547945,0,27.5862069,578.3813768,1
Honor,Android,12.7,0,0,8,2,16,4,2000,156,2014,545,3.872658282,4.862057943,,1.493150685,0,27.5862069,580.8987423,0
Honor,Android,12.7,1,0,13,5,16,4,3100,130,2014,829,4.640151155,5.674628257,,2.271232877,0,42.75862069,696.0226733,1
Honor,Android,12.83,0,0,13,5,32,4,3000,162,2014,668,4.142658423,5.297517046,,1.830136986,0,41.37931034,621.3987635,0
Honor,Android,12.7,1,0,8,5,32,4,2300,140,2014,805,4.50821866,5.295062074,,2.205479452,0,31.72413793,676.232799,1
Honor,Android,12.83,0,0,13,5,32,4,3000,162,2013,1083,4.49880917,5.515644033,,2.967123288,0,41.37931034,674.8213755,0
Honor,Android,12.7,0,0,8,5,32,4,2300,140,2013,1090,4.159195535,4.947198388,,2.98630137,0,31.72413793,623.8793303,0
Honor,Android,10.34,0,0,13,1.3,32,4,2150,138,2013,840,4.390862483,5.433328913,,2.301369863,0,29.65517241,658.6293725,0
Others,Windows,15.14,1,0,16,8,64,4,4150,195,2016,711,5.427853288,6.550308609,,1.947945205,0,57.24137931,814.1779932,1
Others,Android,30.56,0,0,8,2,32,4,2500,850,2015,652,5.239310186,6.194772671,,1.78630137,0,34.48275862,785.8965279,0
Others,Android,25.43,0,0,5,2,16,4,8380,855,2015,889,5.163585253,5.480263853,,2.435616438,0,115.5862069,774.537788,0
Others,Android,19.96,0,0,8,2,16,4,5900,350,2015,976,4.849135453,5.965608133,,2.673972603,0,81.37931034,727.370318,0
Others,Android,15.24,0,0,8,2,16,4,3000,160,2014,900,4.054216771,5.304050898,,2.465753425,0,41.37931034,608.1325157,0
Others,Android,17.65,0,0,5,0.3,32,4,3000,305,2014,806,4.494350351,4.957445466,,2.208219178,0,41.37931034,674.1525527,0
Others,Android,17.78,0,0,2,0.3,32,4,2800,294.8,2014,634,4.18235544,4.240607069,,1.736986301,0,38.62068966,627.353316,0
Others,Android,19.94,0,0,2,0.3,16,4,3800,313,2014,664,4.297285406,4.792230497,,1.819178082,0,52.4137931,644.5928109,0
Others,Android,17.78,1,0,13,5,16,4,5000,239,2014,678,5.062088576,5.996277944,,1.857534247,0,68.96551724,759.3132864,1
Others,Android,17.78,0,0,5,2,16,4,4100,325,2014,601,4.613039144,5.198938923,,1.646575342,0,56.55172414,691.9558716,0
Others,Android,15.24,0,0,5,2,16,4,3000,160,2014,930,4.459450532,5.595863132,,2.547945205,0,41.37931034,668.9175798,0
Others,Android,25.4,0,0,5,2,16,4,7000,626,2013,591,5.02427518,5.391671088,,1.619178082,0,96.55172414,753.641277,0
Others,Android,17.78,0,0,5,0.3,16,4,4100,319.8,2013,939,4.428790939,5.006627273,,2.57260274,0,56.55172414,664.3186409,0
Others,Android,17.78,0,0,5,0.3,32,4,4000,340.2,2013,621,4.399006655,4.69217323,,1.701369863,0,55.17241379,659.8509983,0
Others,Android,17.78,0,0,3.15,0.3,32,4,2000,372,2013,855,4.418238017,4.862753811,,2.342465753,0,27.5862069,662.7357026,0
HTC,Android,12.88,1,0,13,13,64,4,3075,150,2018,687,4.757719584,5.299616522,,1.882191781,0,42.4137931,713.6579376,1
